Unit Code	Short Unit Title
THEL639	INTRO TO THEOL & PHIL RESEARCH
THEL700	MINISTRY PRACTICUM 3
THEL701	RESEARCH METHODS
THEL703	RESEARCH PROJECT B (FULL-TIME)
THEL704	RESEARCH PROJECT C (FULL-TIME)
THEL705	RESEARCH PROJECT A (PART-TIME)
THEL706	RESEARCH PROJECT B (PART-TIME)
THEL707	RESEARCH PROJECT C (PART-TIME)
THEL708	RESEARCH PROJECT D (PART-TIME)
THEL709	RESEARCH PROJECT E (PART-TIME)
THEO228	CHRISTIAN LIFE:WORSHIP&ETHICS
THEO562	INTRODUCING THE SCRIPTURES
THEO563	INTRODUCING THEOLOGY
THEO564	INTRODUCING CHURCH LIFE
THEO567	CATHOLIC ETHOS & SOCIAL TEACH
THEO568	CATH ETHOS & CARE HUMAN PERSON
THSR100	INDIGENOUS SPIRITUALITIES
THSR101	INTRO TO JUDAISM AND ISLAM
THSR200	HINDUISM AND BUDDHISM
THSR201	ETHICS&PEACE STUDIES WORLD REL
THSR202	RELIGION IN AUSTRALIAN CULTURE
THSR203	INTERFAITH RELATNS & DIALOGUE
THSR204	SPECIAL STUDIES: RELIGION
THSS300	THEOLOGY SPECIAL STUDY
TPOA010	APPROVED INTERNATNL UNIT STUDY
TPOA011	APPROVED INTERNATNL UNIT STUDY
TPOA012	APPROVED INTERNATNL UNIT STUDY
TPOA013	APPROVED INTERNATNL UNIT STUDY
TPOA020	APPROVED INTERNATNL UNIT STUDY
TPOA021	APPROVED INTERNATNL UNIT STUDY
TPOA022	APPROVED INTERNATNL UNIT STUDY
TPOA023	APPROVED INTERNATNL UNIT STUDY
TPOB010	APPROVED INTERNATNL UNIT STUDY
TPOB011	APPROVED INTERNATNL UNIT STUDY
TPOB012	APPROVED INTERNATNL UNIT STUDY
TPOB013	APPROVED INTERNATNL UNIT STUDY
TPOB020	APPROVED INTERNATNL UNIT STUDY
TPOB021	APPROVED INTERNATNL UNIT STUDY
TPOB022	APPROVED INTERNTNL UNIT STUDY
TPOB023	APPROVED INTERNTNL UNIT STUDY
UNCC100	OUR WORLD: COMMUNITY/VULNERAB
UNHE500	TEACH & LEARN:HIGHER EDUCATION
UNHE501	ASSESS & EVALUATE HIGHER ED
UNHE502	CONTEXT/ISSUES:TERTIARY TEACH
UNHE503	RESEARCH-BASED TEACH & LEARN
UNHE504	HD RESEARCH SUPERVISION
UNIV100	ACTION,LEARN REFLECTION GAP YR
UNIV200	INTERNSHIP FOR OS STUDENTS 1
UNIV201	COMM ENGAGEMENT TRANSFORMATION
YSED100	HISTORY OF YOUNG PEOPLE
YSED103	WRKG WITH YOUTH ORGS &AGENCIES
YSED104	WELLBEING AND YOUNG PEOPLE
YSED200	RESEARCHING YOUNG PEOPLE
YSED202	PRACTICUM 2: YTH WRK PLACEMENT
YSED203	BLDG RELATIONS & SUPPORT YOUTH
YSED204	CASE MANAGEMENT IN YOUTH WORK
YSED205	ETHICL PRINCPLS&PRACTCES YTHWK
YSED300	SOCIAL ACTION
YSED301	YOUTH POLICY
YSED302	PRACTICUM:INTERFACE WITH YOUTH
YSED303	YOUTH WK IN COMMUNITY SETTINGS
YSED600	EFFECTIVE YOUTH WORK
YSED602	YOUNG PEOPLE AT RISK
YSED604	YOUTH CULTURES
YSED610	WK WITH CHILDRN & YOUNG PEOPLE
